"SKU REF.","FA","SKU","ORGAO ORCAMENTARIO","TITULO","FONTE","EXERCICIO FINANCEIRO","VALOR"
"LOA","DEFESA",52903,"Fundo do Servico Militar","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2017. LDO-2017, Anexo I, Inciso III - Quadro 3",2017,11596620
"LOA","AERONAUTICA",52911,"Fundo Aeronautico","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2017. LDO-2017, Anexo I, Inciso III - Quadro 3",2017,3224698847
"LOA","EXERCITO",52921,"Fundo do Exercito","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2017. LDO-2017, Anexo I, Inciso III - Quadro 3",2017,1372179899
"LOA","MARINHA",52931,"Fundo Naval","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2017. LDO-2017, Anexo I, Inciso III - Quadro 3",2017,871649465
"LOA","MARINHA",52932,"Fundo de Desenvolvimento do Ensino Profissional Maritimo","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2017. LDO-2017, Anexo I, Inciso III - Quadro 3",2017,248944083
"LOA","DEFESA",52000,"Ministerio da Defesa","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,9542062109
"LOA","DEFESA",52101,"Ministerio da Defesa - Administracao Direta","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,2316105212
"LOA","AERONAUTICA",52111,"Comando da Aeronautica","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,1.533e+09
"LOA","EXERCITO",52121,"Comando do Exercito","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,142789191
"LOA","MARINHA",52131,"Comando da Marinha","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,663031253
"LOA","AERONAUTICA",52211,"Caixa de Financiamento Imobiliario da Aeronautica","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,7770428
"LOA","EXERCITO",52221,"Industria de Material Belico do Brasil IMBEL","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,74249150
"LOA","EXERCITO",52222,"Fundacao Osorio","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,907476
"LOA","MARINHA",52232,"Caixa de Construcoes de Casas para o Pessoal da Marinha - CCCPM","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,21990975
"LOA","MARINHA",52233,"Amazonia Azul Tecnologias de Defesa S.A. - AMAZUL","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,11906690
"LOA","DEFESA",52901,"Fundo do Ministerio da Defesa","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,3600132
"LOA","DEFESA",52902,"Fundo de Administracao do Hospital das Forcas Armadas","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,24967114
"LOA","DEFESA",52903,"Fundo do Servico Militar","Receitas de Todas as Fontes por Orgao e Unidade Orcamentaria","Orcamento da Uniao – Exercicio financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,7132056
"LOA","AERONAUTICA",52911,"Fundo Aeronautico","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,2568966238
"LOA","EXERCITO",52921,"Fundo do Exercito","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,1207720536
"LOA","MARINHA",52931,"Fundo Naval","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,731487183
"LOA","MARINHA",52932,"Fundo de Desenvolvimento do Ensino Profissional Maritimo","Receitas de Todas as Fontes por Órgão e Unidade Orçamentária","Orçamento da União – Exercício financeiro de 2016. LDO-2016, Anexo I, Inciso III - Quadro 3",2016,226438475
