"SKU FA","FA","TIPO","SKU COMPILADO","SKU ITEM","DESCRICAO","ANO PLO","VALOR"
2,"EXERCITO","SUBFUNCAO","2.331",331,"Proteção e Benefícios ao Trabalhador",2023,2542744194
2,"EXERCITO","SUBFUNCAO","2.364",364,"Ensino Superior",2023,10629610
2,"EXERCITO","SUBFUNCAO","2.368",368,"Educação Básica",2023,15900000
2,"EXERCITO","SUBFUNCAO","2.781",781,"Transporte Aéreo",2023,0
2,"EXERCITO","SUBFUNCAO","2.812",812,"Desporto Comunitário",2023,0
2,"EXERCITO","SUBFUNCAO","2.846",846,"Outros Encargos Especiais",2023,142883989
2,"EXERCITO","SUBFUNCAO","2.999",999,"Reserva de Contingência",2023,40060000
2,"EXERCITO","DESPESAS","2.1",1,"Pessoal e Encargos Sociais",2023,47100748292
2,"EXERCITO","DESPESAS","2.3",3,"Outras Despesas Correntes",2023,3914189828
2,"EXERCITO","DESPESAS","2.4",4,"Investimentos",2023,1778420116
2,"EXERCITO","DESPESAS","2.9",9,"Reserva de Contingência",2023,40060000
3,"AERONAUTICA","PROGRAMA","3.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2023,22116102165
3,"AERONAUTICA","PROGRAMA","3.901",901,"Operações Especiais: Cumprimento de Sentenças Judiciais",2023,1e+06
3,"AERONAUTICA","PROGRAMA","3.906",906,"Operações Especiais: Serviço da Dívida Externa (Juros e Amortizações)",2023,1446852290
3,"AERONAUTICA","PROGRAMA","3.909",909,"Operações Especiais: Outros Encargos Especiais",2023,360587053
3,"AERONAUTICA","PROGRAMA","3.999",999,"Reserva de Contingência",2023,0
3,"AERONAUTICA","PROGRAMA","3.6011",6011,"Cooperação com o Desenvolvimento Nacional",2023,0
3,"AERONAUTICA","PROGRAMA","3.6012",6012,"Defesa Nacional",2023,2156748101
3,"AERONAUTICA","FUNCAO","3.5",5,"Defesa Nacional",2023,18365985983
3,"AERONAUTICA","FUNCAO","3.9",9,"Previdência Social",2023,5906864283
3,"AERONAUTICA","FUNCAO","3.28",28,"Encargos Especiais",2023,1808439343
3,"AERONAUTICA","FUNCAO","3.99",99,"Reserva de Contigência",2023,0
3,"AERONAUTICA","SUBFUNCAO","3.121",121,"Planejamento e Orçamento",2023,424986
3,"AERONAUTICA","SUBFUNCAO","3.122",122,"Administração Geral",2023,15246607335
3,"AERONAUTICA","SUBFUNCAO","3.128",128,"Formação de Recursos Humanos",2023,31327209
3,"AERONAUTICA","SUBFUNCAO","3.151",151,"Defesa Aérea",2023,1945434097
3,"AERONAUTICA","SUBFUNCAO","3.183",183,"Informação e Inteligência",2023,2203148
3,"AERONAUTICA","SUBFUNCAO","3.272",272,"Previdência do Regime Estatutário",2023,5906864283
3,"AERONAUTICA","SUBFUNCAO","3.301",301,"Atenção Básica",2023,0
3,"AERONAUTICA","SUBFUNCAO","3.331",331,"Proteção e Benefícios ao Trabalhador",2023,1043057601
3,"AERONAUTICA","SUBFUNCAO","3.364",364,"Ensino Superior",2023,4875761
3,"AERONAUTICA","SUBFUNCAO","3.482",482,"Habitação Urbana",2023,0
3,"AERONAUTICA","SUBFUNCAO","3.812",812,"Desporto Comunitário",2023,0
3,"AERONAUTICA","SUBFUNCAO","3.844",844,"Serviço da Dívida Externa",2023,1446852290
3,"AERONAUTICA","SUBFUNCAO","3.846",846,"Outros Encargos Especiais",2023,453642899
3,"AERONAUTICA","SUBFUNCAO","3.999",999,"Reserva de Contingência",2023,0
3,"AERONAUTICA","DESPESAS","3.1",1,"Pessoal e Encargos Sociais",2023,21541524168
3,"AERONAUTICA","DESPESAS","3.2",2,"Juros e Encargos da Dívida",2023,783658286
3,"AERONAUTICA","DESPESAS","3.3",3,"Outras Despesas Correntes",2023,1170266034
3,"AERONAUTICA","DESPESAS","3.4",4,"Investimentos",2023,1922647117
3,"AERONAUTICA","DESPESAS","3.5",5,"Inversões Financeiras",2023,0
3,"AERONAUTICA","DESPESAS","3.6",6,"Amortização da Dívida",2023,663194004
3,"AERONAUTICA","DESPESAS","3.9",9,"Reserva de Contingência",2023,0
4,"MARINHA","PROGRAMA","4.32",32,"Programa de Gestão e Manutenção do Poder Executivo",2023,26379401695
4,"MARINHA","PROGRAMA","4.906",906,"Operações Especiais: Serviço da Dívida Externa (Juros e Amortizações)",2023,1604583409
4,"MARINHA","PROGRAMA","4.909",909,"Operações Especiais: Outros Encargos Especiais",2023,191543686
4,"MARINHA","PROGRAMA","4.910",910,"Operações Especiais: Gestão da Participação em Organismos e Entidades Nacionais e Internacionais",2023,104986
4,"MARINHA","PROGRAMA","4.999",999,"Reserva de Contingência",2023,875261835
4,"MARINHA","PROGRAMA","4.6011",6011,"Cooperação com o Desenvolvimento Nacional",2023,0
4,"MARINHA","PROGRAMA","4.6012",6012,"Defesa Nacional",2023,2299700230
4,"MARINHA","FUNCAO","4.5",5,"Defesa Nacional",2023,21612560198
4,"MARINHA","FUNCAO","4.9",9,"Previdência Social",2023,7066541727
4,"MARINHA","FUNCAO","4.28",28,"Encargos Especiais",2023,1796232081
4,"MARINHA","FUNCAO","4.99",99,"Reserva de Contigência",2023,875261835
4,"MARINHA","SUBFUNCAO","4.121",121,"Planejamento e Orçamento",2023,65000
4,"MARINHA","SUBFUNCAO","4.122",122,"Administração Geral",2023,17871992209
4,"MARINHA","SUBFUNCAO","4.125",125,"Normatização e Fiscalização",2023,0
4,"MARINHA","SUBFUNCAO","4.152",152,"Defesa Naval",2023,1679430219
4,"MARINHA","SUBFUNCAO","4.183",183,"Informação e Inteligência",2023,349954
4,"MARINHA","SUBFUNCAO","4.272",272,"Previdência do Regime Estatutário",2023,7066541727
4,"MARINHA","SUBFUNCAO","4.301",301,"Atenção Básica",2023,0
4,"MARINHA","SUBFUNCAO","4.331",331,"Proteção e Benefícios ao Trabalhador",2023,1647445990
4,"MARINHA","SUBFUNCAO","4.571",571,"Desenvolvimento Científico",2023,0
4,"MARINHA","SUBFUNCAO","4.572",572,"Desenvolvimento Tecnológico e Engenharia",2023,345161857
4,"MARINHA","SUBFUNCAO","4.812",812,"Desporto Comunitário",2023,0
4,"MARINHA","SUBFUNCAO","4.844",844,"Serviço da Dívida Externa",2023,1604583409
4,"MARINHA","SUBFUNCAO","4.846",846,"Outros Encargos Especiais",2023,259763641
4,"MARINHA","SUBFUNCAO","4.999",999,"Reserva de Contingência",2023,875261835
4,"MARINHA","DESPESAS","4.1",1,"Pessoal e Encargos Sociais",2023,25133032781
4,"MARINHA","DESPESAS","4.2",2,"Juros e Encargos da Dívida",2023,368019077
4,"MARINHA","DESPESAS","4.3",3,"Outras Despesas Correntes",2023,1745409586
4,"MARINHA","DESPESAS","4.4",4,"Investimentos",2023,1992308230
4,"MARINHA","DESPESAS","4.6",6,"Amortização da Dívida",2023,1236564332
4,"MARINHA","DESPESAS","4.9",9,"Reserva de Contingência",2023,875261835
